20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州8号高层1房 视野好 满2年税少 可随时报名,665万,高楼层(共47层)                                                1室1厅 | 110平米                                  | 西北,https://ke-image.ljcdn.com/110000-inspection/pc1_dI6eK1Tx4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,公园旁的精装小户型公寓，拎包即刻入住,165万,高楼层(共36层)                                                1室1厅 | 60.63平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ms6ua7EL1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小高层、顶楼复式、带花园、尤其适合三代同堂的家庭,836.4万,高楼层(共12层)                                                4室2厅 | 148平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_KuRl7TKkm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 精致一房 朝向好 视野佳 中间楼层 看房方便,525万,中楼层(共56层)                                                1室1厅 | 82.07平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_H5wjL3xph_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,南北通透3+1房 ，精装带地暖 看房方便 省税,837万,中楼层(共33层)                                                3室2厅 | 148平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_j385ruC6b_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型方正租金稳定稳定收租带租约出售客户稳定,440万,高楼层(共67层)                                                1室1厅 | 100平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_xnU618gdO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,朝南大落地窗采光好，装修保养很好，业主诚意出售,440万,高楼层(共24层)                                                2室1厅 | 78.95平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_b3kF3f0Yu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海诚意小户型急售，使用面积大，享星海双,418万,高楼层(共15层)                                                1室1厅 | 46.19平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_eN7PDp8u0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,铂金公寓精装两室两厅两卫  方型方正视野开阔 采光好,520万,高楼层(共24层)                                                2室2厅 | 127平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_n0hYhPwqi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型好装修好，70年产权，业主诚意出售,420万,高楼层(共24层)                                                1室2厅 | 62.84平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_PhaLoku65_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖左岸南北双花园 带车位 看房随时,826万,低楼层(共26层)                                                3室2厅 | 143.58平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_8RgQrnkAL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,香樟花园 通透大两房 高楼层 视野好 业主诚意卖,480万,高楼层(共18层)                                                2室2厅 | 122平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_qMn1oCJ5U_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,宏海国际广场写字楼，诚意出售；高楼层，视野好,250万,中楼层(共36层)                                                3室3厅 | 144.9平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_sOEYnGFzD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,边户全明有飘窗，三房两卫，实面积大，看房方便,598万,中楼层(共11层)                                                3室2厅 | 66.21平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ahHxWnZb2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门 70年产权大平层 金鸡湖湖景房 诚意出售,1800万,低楼层(共82层)                                                5室2厅 | 307平米                                  | 东,https://ke-image.ljcdn.com/320500-inspection/pc1_LgIXdKyTo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州凤凰文化广场 3室1厅 南,650万,中楼层(共36层)                                                3室1厅 | 141.73平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-6104e9bb-5538-41ff-8965-20549228cd36.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,铂金公寓精装好房，近东方之门，商圈成熟,580万,高楼层(共24层)                                                2室2厅 | 132.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_UL4DYScvU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海壆区未用，温馨改善大户型，房东诚售,693万,高楼层(共6层)                                                4室2厅 | 156.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_8DoDz8mEp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域东区 精装修 业主诚意出售 看房方便,2100万,高楼层(共31层)                                                4室2厅 | 267.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_AKhRbFxnJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,凤凰公寓中高层，全面户型，装修保养好 未用,540万,低楼层(共36层)                                                2室2厅 | 105.76平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_Ggaxtswqv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,位置安静 带电梯带45平露台 不用个税,850万,低楼层(共9层)                                                4室2厅 | 159.88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_yR2ERRqPM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五不唯一，格局好，楼间距大，采光好,535万,低楼层(共11层)                                                2室1厅 | 64.97平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Dn9csADrm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,二次精装修复式5房 格局好  满五年唯一,738万,高楼层(共6层)                                                5室2厅 | 172.88平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_PtbQ74UC0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,总价低，单价低，全款、贷款都可以,850万,中楼层(共24层)                                                3室2厅 | 150平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_VqklvdS04_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,房子满五，采光好，户型好，看房找小刘随时可看,750万,中楼层(共12层)                                                3室2厅 | 128平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-57c7a81c-466e-4af4-924e-def766807068.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新上，高楼层，xinghai低总价两房,490万,高楼层(共36层)                                                2室2厅 | 109.83平米                                  | 东南,https://ke-image.ljcdn.com/320500-inspection/pc1_7r2LjNcKP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间位置，楼层好，采光刺眼，诚意卖,440万,中楼层(共5层)                                                3室2厅 | 108平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_UtFVcrm0U_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园（工业园区） 4室2厅 南,550万,高楼层(共5层)                                                4室2厅 | 150平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_1KOGJ7bzg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门 0室0厅 东,697万,高楼层(共67层)                                                厅室未知 | 105平米                                  | 东,https://ke-image.ljcdn.com/320500-inspection/pc1_DKEsstqgS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,朝南二房二卫，苏州8号楼诚意出售,699万,低楼层(共47层)                                                2室1厅 | 130平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FOkWTvs9v_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,一口价 业主诚意出售 双星湾 湖景好,550万,中楼层(共18层)                                                1室1厅 | 92平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_EM8blGgNn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四季新家园四房 精装修  房东诚意满五年,1325万,低楼层(共27层)                                                4室2厅 | 226平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_0WXu3jfBL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD星海广场旁 户型方正南北朝向精装好房,440万,中楼层(共24层)                                                1室1厅 | 65平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_C4f5Q57Nz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园 满五年 中间位置 南北通透三房必看好房,550万,低楼层(共21层)                                                3室2厅 | 136平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_TZfjFRcsu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,好房 诚意出售，看房方便 有钥匙,265万,中楼层(共5层)                                                1室1厅 | 65平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_SAB06Ni5u_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州金鸡湖  高楼层 客厅朝东 湖景效果好 诚意出售,1350万,中楼层(共47层)                                                2室2厅 | 193平米                                  | 东,https://ke-image.ljcdn.com/320500-inspection/pc1_L7GXvrMoH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,精装双星海房源........,510万,中楼层(共47层)                                                1室1厅 | 58平米                                  | 西,https://ke-image.ljcdn.com/320500-inspection/pc1_OOdaNQpeP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,去年精装修的，居住舒适，生活方便,498万,高楼层(共5层)                                                4室2厅 | 131平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Z3NnbvV0B_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州名片  东方之门正东向一线湖景房 展望云端,2150万,高楼层(共82层)                                                3室2厅 | 337.21平米                                  | 东,https://ke-image.ljcdn.com/320500-inspection/test-47e795cd-e0b7-4a39-96ec-d35467f66be9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园小高层带电梯的大三房诚意出售,835万,高楼层(共7层)                                                3室2厅 | 183.39平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_WlDlsxRZF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,诚意出售，大三房加全湖景，高楼层，视野开阔,1580万,高楼层(共22层)                                                3室2厅 | 241.17平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_2tbXidk6I_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
